,Name,Rating,Reviews,About_Locations,Avg_salary,TotalJobs
4008,RM Education Solutions,3.3,(274),IT Services & Consulting | Thiruvananthapuram +13 other locations,1.8k,16
4009,MM Forgings,3.4,(274),Iron & Steel | Chennai +23 other locations,1.4k,2
4010,Fujitec,3.9,(274),Industrial Machinery | Chennai +27 other locations,1.2k,2
4011,Publicis Resources,3.5,(275),Marketing & Advertising | Gurugram +10 other locations,1.6k,10
4012,American Express Global Business Travel,4.2,(274),Travel & Tourism | Gurugram +13 other locations,1.8k,54
4013,Sir Ganga Ram Hospital,4.1,(274),Healthcare | New Delhi +13 other locations,838,--
4014,Classplus,3.8,(274),Software Product | Noida +19 other locations,1.6k,2
4015,Netafim Irrigation India,4.1,(273),Industrial Machinery | Vadodara +54 other locations,907,--
4016,Jbm Auto Components,4.0,(273),Auto Components | Chennai +36 other locations,1.2k,--
4017,Superhouse,3.3,(273),Leather | Kanpur +9 other locations,1.1k,--
4018,PaySquare Consultancy,3.8,(273),Recruitment | Pune +8 other locations,1.7k,8
4019,BARC,4.4,(273),Defence & Aerospace | Mumbai +23 other locations,973,--
4020,Superhouse,3.3,(273),Leather | Kanpur +9 other locations,1.1k,--
4021,PaySquare Consultancy,3.8,(273),Recruitment | Pune +8 other locations,1.7k,8
4022,Ambey Mining,3.4,(273),Metals & Mining | Durgapur +25 other locations,906,14
4023,Rochem Separation Systems,3.6,(273),Industrial Machinery | Mumbai +29 other locations,1.2k,10
4024,Indian Institute of Science,4.1,(273),Education & Training | Bengaluru +10 other locations,1.3k,3
4025,Government of Maharashtra,3.8,(273),Government | Mumbai +60 other locations,1.6k,--
4026,Liugong India,3.4,(273),Engineering & Construction | Indore +21 other locations,1.3k,2
4027,Venkateshwar Hospital,3.4,(273),Healthcare | New Delhi +11 other locations,1k,17
4028,Mitsuba Sical,3.9,(272),Auto Components | Gurugram +16 other locations,897,--
4029,EVRY India,4.5,(272),IT Services & Consulting | Bengaluru +3 other locations,1.4k,1
4030,Bajaj Hindusthan,4.2,(272),Food Processing | Lucknow +20 other locations,854,--
4031,Shaily Engineering Plastics Ltd,4.0,(272),Industrial Machinery | Vadodara +10 other locations,1.2k,5
4032,Noida Power Company,4.3,(272),Power | Greater Noida +12 other locations,1.2k,--
4033,Puzzolana Machinery Fabricators,4.0,(272),Industrial Machinery | Hyderabad +18 other locations,889,--
4034,Dover India,4.0,(272),Industrial Machinery | Bengaluru +6 other locations,2.1k,12
4035,Nalco water,3.7,(272),Waste Management | Pune +46 other locations,1k,25
4036,Reliable Autotech,4.1,(272),Auto Components | Pune +5 other locations,1.1k,--
4037,Calpion Software Technologies,3.5,(272),IT Services & Consulting | Bengaluru +7 other locations,1.6k,95
4038,HYUNDAI TRANSYS INDIA,3.8,(272),Auto Components | Anantapur +15 other locations,1.4k,--
4039,Massmutual Global Business Services,3.9,(272),IT Services & Consulting | Hyderabad +2 other locations,1.6k,30
4040,Petrocon Engineers & Consultants,3.7,(272),Engineering & Construction | Hyderabad +9 other locations,912,5
4041,Chain-Sys,3.1,(272),IT Services & Consulting | Chennai +9 other locations,2.3k,3
4042,Shriram Group,4.0,(271),Financial Services | Chennai +115 other locations,1.4k,--
4043,Adonmo,4.4,(271),Marketing & Advertising | Hyderabad +21 other locations,553,1
4044,Urbanrise,3.8,(272),Real Estate | Hyderabad +5 other locations,804,--
4045,Niine,3.6,(271),Beauty & Personal Care | Gorakhpur +68 other locations,785,4
4046,Velnik India,3.2,(271),Beauty & Personal Care | Indore +53 other locations,1k,--
4047,EGIS,4.0,(271),Power | Bengaluru +59 other locations,961,--
4048,Meenakshi Polymers,3.6,(271),Auto Components | Gurugram +21 other locations,997,--
4049,Vanderlande Industries,4.0,(271),Industrial Automation | Pune +10 other locations,1.7k,39
4050,Advance India Projects,4.2,(271),Real Estate | Gurugram +10 other locations,957,--
4051,Qualys,3.7,(271),IT Services & Consulting | Pune +4 other locations,2.4k,2
4052,ARCIS e Services,3.7,(271),BPO | Gurugram +12 other locations,702,4
4053,K R Mangalam University,4.4,(270),Education & Training | Gurugram +5 other locations,441,10
4054,Hindustan Latex Family Planning Promotion Trust,3.5,(270),Healthcare | Noida +65 other locations,617,27
4055,Weblink In,3.9,(270),IT Services & Consulting | New Delhi +10 other locations,967,13
4056,Confederation of Indian Industry,3.4,(270),Law Enforcement & Security | New Delhi +42 other locations,1.4k,1
4057,Sundaram Business Services,3.7,(270),BPO | Chennai +8 other locations,1.1k,--
4058,P&O Cruises,3.7,(270),Travel & Tourism | Mumbai +18 other locations,352,--
4059,East India Udyog,3.9,(270),Electrical Equipment | Noida +38 other locations,855,7
4060,Technique Control Facility Management,3.7,(270),Facility Management Services | Bengaluru +21 other locations,988,4
4061,Forbes & Company,3.7,(270),Engineering & Construction | Chhatrapati Sambhajinagar +18 other locations,1.2k,13
4062,Confederation of Indian Industry,3.4,(270),Law Enforcement & Security | New Delhi +42 other locations,1.4k,1
4063,Sundaram Business Services,3.7,(270),BPO | Chennai +8 other locations,1.1k,--
4064,Healthium Medtech,3.4,(270),Medical Equipment | Bengaluru +43 other locations,1.2k,22
4065,Interface Microsystems,3.7,(270),Auto Components | Gurugram +11 other locations,1.3k,2
4066,InKnowTech,3.1,(269),IT Services & Consulting | Bengaluru +25 other locations,1.4k,--
4067,S G Encon,3.6,(269),Engineering & Construction | New Delhi +41 other locations,627,--
4068,Vcs Quality Services,3.9,(269),Oil & Gas | New Delhi +54 other locations,964,--
4069,Yakult Danone India,3.7,(269),Food Processing | New Delhi +24 other locations,766,12
4070,Cargo Service Center India,3.7,(269),Logistics | New Delhi +12 other locations,792,2
4071,Al-Yamama Group,3.5,(269),Engineering & Construction | Dammam +25 other locations,472,--
4072,Smart Chip,3.9,(269),Electronics Manufacturing | Noida +69 other locations,722,--
4073,ICFAI Business School,3.5,(269),Education & Training | Hyderabad +55 other locations,967,4
4074,StudyIn,4.0,(269),EdTech | New Delhi +23 other locations,685,13
4075,Fashion TV,3.1,(269),Retail | Mumbai +13 other locations,458,22
4076,Infineon Technologies,3.6,(269),Semiconductors | Bengaluru +8 other locations,2.6k,148
4077,Freelancer.com,4.1,(269),Bengaluru +36 other locations,41k,11
4078,Bhilai Engineering Corporation,3.6,(269),Industrial Machinery | Bhilai Nagar +22 other locations,1.1k,5
4079,Suresh Surana & Associates,3.2,(269),Accounting & Auditing | Mumbai +16 other locations,1k,10
4080,Seven Hills Hospital,3.7,(269),Healthcare | Mumbai +13 other locations,815,8
4081,Suresh Surana & Associates,3.2,(269),Accounting & Auditing | Mumbai +16 other locations,1k,10
4082,IDP IELTS,3.4,(269),Education & Training | Chennai +42 other locations,1.5k,--
4083,Don Bosco School,3.6,(268),Education & Training | Mumbai +63 other locations,582,1
4084,Hero Electric,4.0,(268),Automobile | Ludhiana +38 other locations,1.1k,--
4085,Nalco,4.2,(268),Metals & Mining | Bhubaneswar +16 other locations,782,--
4086,SHL,3.4,(268),Software Product | Gurugram +15 other locations,2k,5
4087,International Flavors & Fragrances,3.7,(268),Chemicals | Hyderabad +17 other locations,1.7k,49
4088,Eastern Software Solutions Pvt. Ltd,3.8,(268),IT Services & Consulting | Noida +8 other locations,1k,--
4089,Ocrolus East,3.4,(268),FinTech | Gurugram +10 other locations,872,7
4090,Sgs Tekniks Manufacturing,3.9,(268),Electronics Manufacturing | Gurugram +11 other locations,1k,3
4091,Grauer & Weil (i),3.3,(268),Chemicals | Mumbai +29 other locations,1.2k,--
4092,Sonalika Group of Companies,3.7,(268),Automobile | Hoshiarpur +43 other locations,1.3k,9
4093,RACL Geartech,4.2,(269),Auto Components | Noida +12 other locations,833,--
4094,Arrow,4.5,(267),Fashion & Textile | Bengaluru +20 other locations,213,1
4095,TimesPro,3.3,(267),Education & Training | Mumbai +21 other locations,1.4k,6
4096,Bombardier Transportation,4.4,(267),Urban Transport | Vadodara +11 other locations,1k,--
4097,Apex CoVantage,3.0,(267),IT Services & Consulting | Hyderabad +11 other locations,1.2k,10
4098,Faber India,4.3,(267),Consumer Electronics & Appliances | Pune +57 other locations,946,--
4099,ICICI Foundation for Inclusive Growth,3.7,(267),Non-Profit | Mumbai +64 other locations,681,--
4100,Aqualite India,3.7,(267),Fashion & Textile | New Delhi +37 other locations,892,--
4101,Schneider Electric Infrastructure,4.2,(267),Electrical Equipment | Vadodara +24 other locations,1.3k,--
4102,Wishfin,3.4,(267),Financial Services | Noida +14 other locations,1.1k,7
4103,Tatva Chintan Pharma Chem,3.7,(268),Pharma | Ankleshwar +7 other locations,1.1k,8
4104,Cholamandalam Securities,3.5,(267),Financial Services | Chennai +96 other locations,720,--
4105,Bajaj Finserv Health,3.5,(267),Internet | Pune +35 other locations,1.6k,6
4106,Bonn Group,3.9,(267),Food Processing | Ludhiana +26 other locations,979,--
4107,Eastern Condiments,3.8,(266),FMCG | Kochi +54 other locations,766,--
4108,MITA,3.8,(266),Industrial Machinery | Ghaziabad +11 other locations,898,--
4109,Walking Tree,3.3,(266),IT Services & Consulting | Hyderabad +12 other locations,1.4k,29
4110,Terex,3.9,(266),Industrial Machinery | Bengaluru +19 other locations,1.5k,2
4111,Century Pulp & Paper,3.9,(266),Pulp & Paper | Lalkuan +17 other locations,1.1k,--
4112,Boston Scientific,3.9,(266),Healthcare | Gurugram +16 other locations,1.8k,3
4113,Star Hospitals,4.0,(267),Healthcare | Hyderabad +15 other locations,857,--
4114,Kosamattam Finance,3.8,(273),NBFC | Kottayam +82 other locations,800,3
4115,Creamy foods,3.8,(266),Food Processing | Bulandshahr +45 other locations,893,9
4116,Central Institute of Mining and Fuel Research,3.9,(266),Education & Training | Dhanbad +19 other locations,664,--
4117,Sunteck Realty,3.3,(266),Real Estate | Mumbai +9 other locations,1.5k,9
4118,Alchem International,3.9,(266),Pharma | Faridabad +24 other locations,975,--
4119,Adani Realty,3.6,(266),Real Estate | Mumbai +10 other locations,1.5k,--
4120,Rakon,3.7,(265),Electronics Manufacturing | Bengaluru +4 other locations,1.1k,--
4121,FICO,3.4,(265),Software Product | Bengaluru +5 other locations,2.2k,31
4122,Indo Count Industries,3.6,(266),Fashion & Textile | Mumbai +22 other locations,1.3k,6
4123,Dbs Mintek,3.4,(265),Financial Services | Pune +19 other locations,1.4k,8
4124,Bacardi,3.8,(265),Beverage | Gurugram +56 other locations,974,--
4125,Alivira Animal Health,4.1,(265),Pharma | Visakhapatnam +18 other locations,991,1
4126,MindCraft Software,3.6,(265),IT Services & Consulting | Mumbai +7 other locations,1.8k,1
4127,Siddha Group,3.8,(265),Real Estate | Kolkata +9 other locations,907,32
4128,Sv Creditline,3.8,(265),NBFC | Gurugram +88 other locations,568,--
4129,Sumadhura Infracon,4.0,(265),Real Estate | Bengaluru +7 other locations,1.2k,26
4130,Hetero Biopharma,3.8,(265),Pharma | Hyderabad +8 other locations,1k,--
4131,SasMos HET Technologies,3.7,(265),Electrical Equipment | Bengaluru +6 other locations,1.4k,4
4132,Shriram Value Services,3.9,(264),IT Services & Consulting | Chennai +28 other locations,543,--
4133,National Institute of Technology,4.3,(264),Education & Training | Mangaluru +41 other locations,1.3k,--
4134,MAN Truck & Bus,2.6,(264),Automobile | Pune +19 other locations,975,5
4135,Lafarge,4.5,(264),Building Material | Mumbai +74 other locations,519,--
4136,Shriram Properties,4.0,(264),Real Estate | Bengaluru +10 other locations,1.3k,3
4137,Reliance Fresh,4.4,(264),Retail | New Delhi +60 other locations,553,--
4138,BuildAHome,4.4,(264),Engineering & Construction | Bengaluru +5 other locations,342,2
4139,Butterfly Gandhimathi Appliances,4.0,(264),Consumer Electronics & Appliances | Chennai +38 other locations,1k,--
4140,Normet,3.8,(264),Industrial Machinery | Jaipur +21 other locations,1k,3
4141,DigiTech Call System,2.7,(285),BPO | Noida +16 other locations,783,--
4142,Ginesys,3.7,(264),Software Product | Kolkata +8 other locations,691,36
4143,Centific,3.4,(264),IT Services & Consulting | Hyderabad +8 other locations,1.5k,22
4144,Himalaya Opticals,4.4,(264),Retail | Kolkata +53 other locations,540,5
4145,Goldstone Cements,3.3,(265),Building Material | Guwahati +23 other locations,1.1k,1
4146,Everest Fleet,3.1,(264),Urban Transport | Mumbai +17 other locations,988,49
4147,Outpace Consulting Services,4.6,(264),Lucknow +16 other locations,127,--
4148,Dnata,3.1,(264),Aviation | Bengaluru +20 other locations,926,17
4149,Hartek Group,3.9,(263),Engineering & Construction | Sahibzada Ajit Singh Nagar +30 other locations,726,44
4150,KiwiTech,3.6,(263),IT Services & Consulting | Noida +4 other locations,1.5k,3
4151,Supermax Personal Care,3.6,(263),Beauty & Personal Care | Mumbai +47 other locations,954,--
4152,Naandi Foundation,3.9,(263),Non-Profit | Hyderabad +52 other locations,589,2
4153,Kalinga Commercial Corporation,3.8,(263),Metals & Mining | Bhubaneswar +23 other locations,772,1
4154,Etisalat,3.2,(263),Telecom | Dubai +15 other locations,1.2k,--
4155,Flipspaces,4.0,(263),Architecture & Interior Design | Mumbai +12 other locations,906,29
4156,The Professional Couriers,3.4,(263),Logistics | New Delhi +65 other locations,1.1k,6
4157,Strada,3.5,(263),Financial Services | Hyderabad +26 other locations,3.2k,21
4158,Intech Organics,3.1,(263),Agro Chemicals | Gurugram +18 other locations,1.1k,7
4159,Cholamandalam MS Risk Services,3.7,(263),Management Consulting | Chennai +60 other locations,804,--
4160,Sentiss Pharma,3.5,(263),Pharma | Gurugram +27 other locations,1.1k,8
4161,Synergy Maritime,3.9,(263),Ports & Shipping | Chennai +13 other locations,1.3k,43
4162,Isc Projects,3.9,(263),Engineering & Construction | Pune +37 other locations,776,--
4163,Reliance resQ,4.0,(263),Other | Mumbai +81 other locations,586,--
4164,Century Enka,4.0,(262),Fashion & Textile | Pune +13 other locations,923,4
4165,99acres,3.6,(262),Internet | Noida +31 other locations,1.2k,--
4166,Expertise Contracting Company,3.5,(262),Industrial Machinery | Al Jubail +15 other locations,880,--
4167,NTF Group,4.0,(262),Auto Components | Gurugram +16 other locations,1.1k,1
4168,RentoMojo,3.8,(262),Internet | Bengaluru +19 other locations,1k,65
4169,Electronic Arts,4.0,(263),Gaming | Hyderabad +7 other locations,2.2k,36
4170,Belstar Investment and Finance,4.1,(262),Investment Banking / Venture Capital / Private Equity | Chennai +105 other locations,741,1
4171,Brink's,4.0,(262),Logistics | Mumbai +47 other locations,663,--
4172,Unitech,3.6,(262),Real Estate | Gurugram +29 other locations,1.1k,17
4173,Profectus Capital,4.1,(262),NBFC | Mumbai +34 other locations,988,--
4174,Shivalaya Construction,4.2,(262),Engineering & Construction | New Delhi +35 other locations,907,6
4175,JGC Corporation,4.4,(262),Oil & Gas | Chennai +17 other locations,565,4
4176,Trimble,3.8,(262),IT Services & Consulting | Chennai +15 other locations,2.2k,50
4177,OmniActive Health Technologies,3.4,(262),Fitness & Wellness | Pune +13 other locations,1.2k,6
4178,IPROCESS BUSINESS SOLUTIONS,3.7,(261),EdTech | Hyderabad +104 other locations,652,--
4179,ReachLocal Services,3.5,(261),Marketing & Advertising | Mumbai +5 other locations,1.1k,--
4180,Valmet,4.1,(261),Oil & Gas | Pune +14 other locations,1.3k,21
4181,IPROCESS BUSINESS SOLUTIONS,3.7,(261),EdTech | Hyderabad +104 other locations,652,--
4182,Enpro Industries,4.3,(261),Industrial Machinery | Pune +2 other locations,1k,12
4183,Fingent,3.9,(261),Software Product | Kochi +4 other locations,959,32
4184,ReachLocal Services,3.5,(261),Marketing & Advertising | Mumbai +5 other locations,1.1k,--
4185,GfK MODE,3.4,(261),Analytics & KPO | Gurugram +20 other locations,1.7k,--
4186,Tata Boeing Aerospace,3.7,(261),Defence & Aerospace | Hyderabad +9 other locations,1.4k,19
4187,Rosenberger Electronic,3.9,(261),Electronics Manufacturing | Gurugram +33 other locations,1.2k,2
4188,MEDOPHARM,3.9,(261),Pharma | Chennai +19 other locations,1.1k,7
4189,Wilo Mather and Platt Pumps,3.9,(261),Industrial Machinery | Pune +22 other locations,1.1k,1
4190,L&T Realty,3.7,(266),Real Estate | Mumbai +10 other locations,1.1k,--
4191,Milky Mist Dairy Food,4.0,(261),Food Processing | Erode +56 other locations,1.1k,--
4192,Vee Healthtek,3.8,(261),BPO | Chennai +12 other locations,1.2k,77
4193,Keka Technologies,3.1,(261),Software Product | Hyderabad +6 other locations,1.7k,94
4194,Omega Healthcare Solutions,3.7,(260),Healthcare | Chennai +8 other locations,1.8k,--
4195,The KCP,4.1,(260),Building Material | Chennai +16 other locations,964,1
4196,Liberty Shoes,3.8,(260),Fashion & Textile | Karnal +46 other locations,913,3
4197,Manipal University,4.1,(260),Education & Training | Jaipur +19 other locations,1.2k,12
4198,Cochin Shipyard,4.3,(260),Ports & Shipping | Kochi +16 other locations,1.1k,--
4199,Hidden Brains InfoTech,3.6,(260),IT Services & Consulting | Ahmedabad +7 other locations,834,10
4200,Gujarat Gas,3.8,(260),Oil & Gas | Ahmedabad +45 other locations,914,--
4201,Enzene Biosciences,4.0,(260),Biotechnology | Pune +8 other locations,1.3k,16
4202,greytHR,3.8,(260),Software Product | Bengaluru +15 other locations,1.2k,--
4203,Jspiders,3.6,(260),Education & Training | Bengaluru +17 other locations,595,--
4204,UNICEF,4.0,(260),Non-Profit | New Delhi +58 other locations,715,--
4205,Olam Group,3.8,(260),FMCG | Chennai +37 other locations,2.8k,29
4206,Nesma & Partners,4.2,(260),Engineering & Construction | Mumbai +23 other locations,492,--
4207,Roha Dyechem,3.4,(259),Food Processing | Mumbai +10 other locations,1.1k,--
4208,Allengers Medical Systems,3.6,(259),Medical Equipment | Chandigarh +40 other locations,1.1k,7
4209,Apna,3.3,(259),Recruitment | Bengaluru +21 other locations,1.2k,4
4210,Stellar Information Technology,3.7,(259),Software Product | Gurugram +13 other locations,1.1k,21
